offense,defense,play_text,penalty_type,penalty_yards
Texas,Ohio State,"PENALTY TEX False Start (Baker,Brandon) 5 yards from OSU46 to TEX49. NO PLAY.",False Start,5.0
Ohio State,Texas,"Donaldson Jr,CJ rush right for 5 yards gain to the TEX38 (Hill Jr.,Anthony) PENALTY OSU Illegal Formation 5 yards from TEX43 to TEX48. NO PLAY.",Illegal Formation,5.0
Ohio State,Texas,"Shotgun Peoples,James rush middle for 3 yards gain to the OSU23 (Smith,Ty'Anthony) PENALTY OSU Holding (Montgomery,Luke) 10 yards from OSU20 to OSU10. NO PLAY.",Holding,3.0
Texas,Ohio State,"PENALTY TEX False Start (Baker,Brandon) 5 yards from OSU27 to OSU32. NO PLAY.",False Start,5.0
Michigan State,Western Michigan,"Aidan Chiles pass incomplete to Omari Kelly for a 1ST down Western Michigan Penalty, off-side (Nadame Tucker) to the WMU 48 for a 1ST down",Other / Unclassified,
Michigan State,Western Michigan,"Aidan Chiles pass incomplete to Nick Marsh for a 1ST down Western Michigan Penalty, Defensive pass interference (Aaron Wofford) to the WMU 21 for a 1ST down",Pass Interference,
Western Michigan,Michigan State,"Western Michigan Penalty, delay of game (Talique Williams) to the WMU 20",Delay of Game,
Western Michigan,Michigan State,"Ryan Millmore punt for 51 yds Michigan State Penalty, Offensive holding (Anthony Pinnace III) to the MSU 19",Holding,
UL Monroe,St. Francis (PA),"Saint Francis Penalty, Face Mask (10 yards) (Geno Calgaro) to the SFPA 10 for a 1ST down",Face Mask,10.0
St. Francis (PA),UL Monroe,"(05:41) Shotgun Ekechi,Raphael rush middle for 28 yards gain to the ULM18 (Mack,Andre), out of bounds PENALTY SFU Holding (Midea,Ben) 10 yards from ULM46 to SFU44. NO PLAY.",Holding,28.0
UL Monroe,St. Francis (PA),"(01:50) No Huddle-Shotgun Armenta,Aidan pass incomplete short left to Coulter,JP thrown to ULM40 PENALTY SFU Holding declined SFU Roughing The Passer (Courtney,Jack) 15 yards from ULM40 to SFU45, 1ST DOWN. NO PLAY.",Holding,15.0
UL Monroe,St. Francis (PA),"UL Monroe Penalty, Offensive Holding (-10 Yards) to the SFPA 26",Holding,10.0
Michigan State,Western Michigan,"Michigan State Penalty, false start (Jack Velling) to the WMU 43",False Start,
Western Michigan,Michigan State,"Ryan Millmore punt for 47 yds Michigan State Penalty, Offensive holding (Aveon Grose) to the MSU 10",Holding,
Western Michigan,Michigan State,"Brady Jones sacked by Malik Spencer for a loss of 14 yards to the WMU 33 Western Michigan Penalty, intentional grounding (Brady Jones) to the WMU 33",Other / Unclassified,14.0
Michigan State,Western Michigan,"Michigan State Penalty, false start (-5 Yards) to the MSU 5",False Start,5.0
Michigan State,Western Michigan,"Michigan State Penalty, false start (-5 Yards) to the WMU 17",False Start,5.0
Michigan State,Western Michigan,"Aidan Chiles pass complete to Chrishon McCray for 28 yds to the WMU 33 for a 1ST down Western Michigan Penalty, Defensive holding (Jarvarius Sims) to the WMU 33 for a 1ST down",Holding,
St. Francis (PA),UL Monroe,"PENALTY SFU Illegal Substitution (Sanchez,Erik) 5 yards from SFU20 to SFU15. NO PLAY.",Other / Unclassified,5.0
UL Monroe,St. Francis (PA),"Luke Stagg kickoff for 55 yds , Nahjee Adams return for 16 yds to the SFPA 49 Saint Francis Penalty, Face Mask (13 yards) (13 Yards) to the SFPA 13",Face Mask,13.0
Western Michigan,Michigan State,"Brady Jones sacked by Jalen Thompson for a loss of 7 yards to the WMU 41 Western Michigan Penalty, intentional grounding (Brady Jones) to the WMU 41",Other / Unclassified,7.0
Houston,Stephen F. Austin,"DJ Butler run for 5 yds to the SFA 39 Houston Penalty, Offensive holding (Demetrius Hunter) to the SFA 49",Holding,
Stephen F. Austin,Houston,"Gavin Rutherford pass incomplete to Isaiah Davis Stephen F. Austin Penalty, Offensive pass interference (Isaiah Davis) to the HOU 49",Pass Interference,
Stephen F. Austin,Houston,"Stephen F. Austin Penalty, personal foul (Erik Gray) to the SFA 26",Personal Foul,
Houston,Stephen F. Austin,"Houston Penalty, personal foul (Matthew Wykoff) to the SFA 48",Personal Foul,
Houston,Stephen F. Austin,"Houston Penalty, false start (Alvin Ebosele) to the HOU 47",False Start,
Stephen F. Austin,Houston,"Sam Vidlak pass incomplete to Clayton Wayland, broken up by Zelmar Vedder Houston Penalty, off-side (Latreveon McCutchin) to the SFA 39",Other / Unclassified,
Houston,Stephen F. Austin,"Conner Weigman pass incomplete to Mekhi Mews, broken up by Charles Demmings Houston Penalty, Offensive pass interference (Stephon Johnson) to the SFA 26",Pass Interference,
Stephen F. Austin,Houston,"Bugs Mortimer run for 3 yds to the SFA 28 for a 1ST down Houston Penalty, personal foul (Sione Fotu) to the SFA 43 for a 1ST down",Personal Foul,
Houston,Stephen F. Austin,"Conner Weigman pass incomplete to Koby Young, broken up by Jalen Mayo for a 1ST down Stephen F. Austin Penalty, Defensive pass interference (Jalen Mayo) to the HOU 22 for a 1ST down",Pass Interference,
Houston,Stephen F. Austin,"Stephen F. Austin Penalty, off-side (Jaydon Southard) to the SFA 46",Other / Unclassified,
Houston,Stephen F. Austin,"Houston Penalty, false start (Demetrius Hunter) to the HOU 49",False Start,
Stephen F. Austin,Houston,"Stephen F. Austin Penalty, delay of game (Ky Thomas) to the SFA 16",Delay of Game,
Stephen F. Austin,Houston,"Sam Vidlak pass complete to Bugs Mortimer for no gain to the SFA 43 Stephen F. Austin Penalty, illegal formation (Ky Thomas) to the SFA 38",Illegal Formation,
Houston,Stephen F. Austin,"Houston Penalty, delay of game (-5 Yards) to the HOU 31",Delay of Game,5.0
Stephen F. Austin,Houston,"Jordan Nabors run for a loss of 1 yard to the SFA 28 Stephen F. Austin Penalty, Defensive holding (Gerard Edimo) to the SFA 28",Holding,1.0
Stephen F. Austin,Houston,"Richard Reese run for 2 yds to the SFA 31 Stephen F. Austin Penalty, Offensive holding (Robert Keller) to the SFA 21",Holding,
Southern Miss,Mississippi State,"PENALTY USM Delay Of Game (Braxton,Braylon) 5 yards from MSU45 to MSU50. NO PLAY.",Delay of Game,5.0
Mississippi State,Southern Miss,PENALTY USM Illegal Substitution 5 yards from MSU27 to MSU32. NO PLAY.,Other / Unclassified,5.0
Mississippi State,Southern Miss,"(04:43) No Huddle-Shotgun Shapen,Blake pass complete short middle to Bothwell,Fluff caught at USM25, for 25 yards to the USM07, out of bounds at USM07 PENALTY MSU Illegal Formation 5 yards from USM32 to USM37. NO PLAY.",Illegal Formation,25.0
Mississippi State,Southern Miss,"Blake Shapen pass complete to Anthony Evans III for 6 yds to the USM 25 Mississippi State Penalty, Offensive Holding (Jordan Mosley) to the USM 35",Holding,
Mississippi State,Southern Miss,"(03:47) No Huddle-Shotgun Shapen,Blake pass complete short right to Booth,Davon caught at USM39, for 4 yards to the USM33 (Moten,Josh; Jones,Chris) PENALTY MSU Holding (Steen,Blake) 10 yards from USM37 to USM47. NO PLAY.",Holding,4.0
Mississippi State,Southern Miss,"Southern Miss Penalty, Defensive Pass Interference (Josh Moten) to the USM 37 for a 1ST down",Pass Interference,
Mississippi State,Southern Miss,"Mississippi State Penalty, Illegal Formation (Yards) declined",Illegal Formation,
Mississippi State,Southern Miss,"Southern Miss Penalty, Personal Foul (8 Yards) to the USM 30",Personal Foul,8.0
Mississippi State,Southern Miss,"(02:06) PENALTY USM Offside (Clinton,Mason) 5 yards from USM21 to USM16. NO PLAY.",Offside,5.0
Mississippi State,Southern Miss,(01:34) PENALTY MSU False Start 5 yards from USM06 to USM11. NO PLAY.,False Start,5.0
UL Monroe,St. Francis (PA),"Landon Graves pass complete to Tyler Griffin for 19 yds for a TD Saint Francis Penalty, Defensive Pass Interference (Ike Okoye) declined (Luke Stagg PAT BLOCKED)",Pass Interference,
Idaho State,UNLV,"Idaho State Penalty, delay of game (Jordan Cooke) to the IDST 20",Delay of Game,
Idaho State,UNLV,"UNLV Penalty, unsportsmanlike conduct (Mason Young) to the IDST 25",Unsportsmanlike Conduct,
Idaho State,UNLV,"UNLV Penalty, unsportsmanlike conduct (Jaheem Joseph) to the IDST 37 for a 1ST down",Unsportsmanlike Conduct,
Idaho State,UNLV,"Idaho State Penalty, false start (Stryker Rashid) to the IDST 37",False Start,
Idaho State,UNLV,"Jordan Cooke run for no gain to the 50 yard line Idaho State Penalty, Offensive holding (Stryker Rashid) to the IDST 40",Holding,50.0
UNLV,Idaho State,"UNLV Penalty, false start (Alani Makihele) to the UNLV 28",False Start,
Idaho State,UNLV,"Jordan Cooke pass complete to Michael Shulikov for no gain to the IDST 46 Idaho State Penalty, Offensive holding (Jorgen Miller) to the IDST 44",Holding,
Idaho State,UNLV,"Mason Lindberg kickoff for 65 yds , Jaylon Glover return for 14 yds to the UNLV 49 UNLV Penalty, Offensive holding (Justin Flowe) to the UNLV 7",Holding,
UNLV,Idaho State,"Anthony Colandrea pass incomplete to Jaden Bradley for a 1ST down Idaho State Penalty, Defensive holding (Mike Lindsay) to the IDST 40 for a 1ST down",Holding,
Idaho State,UNLV,"Jordan Cooke pass incomplete to Raiden Brown for a 1ST down UNLV Penalty, Defensive pass interference (Aamaris Brown) to the UNLV 46 for a 1ST down",Pass Interference,
UNLV,Idaho State,"UNLV Penalty, personal foul (Will Thomas) to the UNLV 22",Personal Foul,
Idaho State,UNLV,"Jordan Cooke pass incomplete to Michael Shulikov for a 1ST down UNLV Penalty, Defensive pass interference (Denver Harris) to the IDST 40 for a 1ST down",Pass Interference,
Idaho State,UNLV,"Dason Brooks run for no gain Idaho State Penalty, Offensive holding (Jorgen Miller) to the UNLV 32",Holding,
Idaho State,UNLV,"Jordan Cooke pass incomplete to Michael Shulikov for a 1ST down UNLV Penalty, Defensive pass interference (Andrew Powdrell) to the UNLV 2 for a 1ST down",Pass Interference,
Idaho State,UNLV,"Jordan Cooke run for no gain to the IDST 23 Idaho State Penalty, Offensive holding (Jorgen Miller) to the IDST 13",Holding,
Idaho State,UNLV,"Jordan Cooke sacked for a loss of 11 yards to the UNLV 44 Idaho State Penalty, intentional grounding (Jordan Cooke) to the UNLV 44",Other / Unclassified,11.0
Mississippi State,Southern Miss,"(00:10) No Huddle-Shotgun Taylor,Kamario rush left for 2 yards gain to the USM00 TOUCHDOWN nullified by penalty, clock 00:06 PENALTY MSU Holding (Ball,Cam) 10 yards from USM02 to USM12. NO PLAY.",Holding,2.0
Southern Miss,Mississippi State,"Southern Miss Penalty, Personal Foul (-15 Yards) to the USM 31",Personal Foul,15.0
Mississippi State,Southern Miss,"Mississippi State Penalty, Illegal Formation (-5 Yards) to the USM 6",Illegal Formation,5.0
Mississippi State,Southern Miss,"Blake Shapen pass complete to Brenen Thompson for 55 yds for a 1ST down Mississippi State Penalty, Offensive Holding (Brylan Lanier) to the USM 14 for a 1ST down",Holding,
Mississippi State,Southern Miss,"Mississippi State Penalty, Offensive Holding (Ja'Bryis Stewart) to the MSST 23",Holding,
Mississippi State,Southern Miss,"Marlon Hauck kickoff for 65 yds for a touchback Southern Miss Penalty, Personal Foul (Yards) declined",Personal Foul,
Mississippi State,Southern Miss,"PENALTY MSU False Start (Lewis Jr.,Jimothy) 5 yards from MSU14 to MSU09. NO PLAY.",False Start,5.0
Southern Miss,Mississippi State,PENALTY USM False Start 5 yards from USM36 to USM31. NO PLAY.,False Start,5.0
Mississippi State,Southern Miss,"(08:34) No Huddle-Shotgun Daniels,Johnnie rush middle for 0 yards to the MSU07 (Montgomery,Michael; Jones,Chris) PENALTY MSU Holding (Jackson,Jacoby) 4 yards from MSU07 to MSU03. NO PLAY.",Holding,
Mississippi State,Southern Miss,"PENALTY MSU Delay Of Game (Tiyce,Nathan) 5 yards from MSU36 to MSU31. NO PLAY.",Delay of Game,5.0
Southern Miss,Mississippi State,"(04:48) No Huddle-Shotgun Braxton,Braylon pass complete short left to King,Shane caught at USM37, for 0 yards to the USM27 (Reyes,Cyrus; Moye,Diesel) PENALTY USM Holding (Rogers,Luke) 10 yards from USM27 to USM17. NO PLAY.",Holding,
Southern Miss,Mississippi State,"(03:04) No Huddle-Shotgun Braxton,Braylon pass incomplete deep left to Dalton,Davis thrown to MSU38 PENALTY MSU Pass Interference 15 yards from USM40 to MSU45, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Southern Miss,Mississippi State,"Mississippi State Penalty, Defensive Holding (10 Yards) to the MSST 33 for a 1ST down",Holding,10.0
Southern Miss,Mississippi State,"(01:11) No Huddle-Shotgun Braxton,Braylon pass incomplete deep right to Page,Grant thrown to MSU00 broken up by Reyes,Cyrus PENALTY MSU Pass Interference (Reyes,Cyrus) 15 yards from MSU22 to MSU07, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Wake Forest,Kennesaw State,"Wake Forest Penalty, Offensive Holding (-10 Yards) to the WAKE 34",Holding,10.0
Kennesaw State,Wake Forest,"PENALTY KennSt False Start (Pennington,J.T.) 5 yards from Wake44 to Wake49. NO PLAY.",False Start,5.0
Wake Forest,Kennesaw State,PENALTY KennSt Delay Of Game 5 yards from Wake26 to Wake31. NO PLAY.,Delay of Game,5.0
Wake Forest,Kennesaw State,"Wake Forest Penalty, Offensive Holding (Yards) declined",Holding,
Kennesaw State,Wake Forest,"PENALTY KennSt False Start (Milovac,Nikola) 5 yards from KennSt24 to KennSt19. NO PLAY.",False Start,5.0
Wake Forest,Kennesaw State,"PENALTY Wake False Start (Hernandez,Carlos) 5 yards from KennSt47 to Wake48. NO PLAY.",False Start,5.0
Wake Forest,Kennesaw State,"(01:29) No Huddle-Shotgun Ashford,Robby pass complete short left to Clark,Ty caught at KennSt46, for 12 yards to the KennSt29 (Hopson,Baron) PENALTY Wake Illegal Shift 5 yards from KennSt41 to KennSt46. NO PLAY.",Other / Unclassified,12.0
Wake Forest,Kennesaw State,"(01:16) No Huddle-Shotgun Ashford,Robby pass incomplete short right to Hernandez,Carlos thrown to KennSt40 PENALTY KennSt Offside (Westmoreland,Donovan) 5 yards from KennSt48 to KennSt43. NO PLAY.",Offside,5.0
Wake Forest,Kennesaw State,"PENALTY Wake False Start (Richard,Clinton) 5 yards from KennSt44 to KennSt49. NO PLAY.",False Start,5.0
Kennesaw State,Wake Forest,"Joshua Huiet punt for 26 yds, punt out-of-bounds at the 50 yard line Wake Forest Penalty, Offensive Holding (Myles Turpin) to the WAKE 40",Holding,50.0
Kennesaw State,Wake Forest,"Kennesaw State Penalty, (-10 Yards) to the KENN 12",Other / Unclassified,10.0
Wake Forest,Kennesaw State,"Robby Ashford pass complete to Karate Brenson for 41 yds to the KENN 24 for a 1ST down Kennesaw State Penalty, (12 Yards) to the KENN 12 for a 1ST down",Other / Unclassified,12.0
Kennesaw State,Wake Forest,"Kennesaw State Penalty, (-15 Yards) to the KENN 45",Other / Unclassified,15.0
Kennesaw State,Wake Forest,"Kennesaw State Penalty, (-10 Yards) to the KENN 36",Other / Unclassified,10.0
Wake Forest,Kennesaw State,"Wake Forest Penalty, unsportsmanlike conduct (-15 Yards) to the KENN 42 for a 1ST down",Unsportsmanlike Conduct,15.0
Kennesaw State,Wake Forest,"PENALTY KennSt False Start (Benyard,Gabriel) 5 yards from KennSt44 to KennSt39. NO PLAY.",False Start,5.0
Wake Forest,Kennesaw State,"(02:33) No Huddle-Shotgun Ashford,Robby pass complete short middle to Barnes,Chris caught at KennSt42, for 15 yards to the KennSt22 (Paul,Isaac) PENALTY Wake Holding (Siani,Melvin) 10 yards from KennSt37 to KennSt47. NO PLAY.",Holding,15.0
UAB,Alabama State,"PENALTY ASU Offside (Richardson,Myles) 5 yards from ASU13 to ASU08, 1ST DOWN. NO PLAY.",Offside,5.0
Alabama State,UAB,"(04:13) No Huddle-Shotgun Hostzclaw,Jamarie rush right for 6 yards gain to the UAB37 (Ennis,Eli) PENALTY UAB Offside (Morrison,Amorie) 5 yards from UAB43 to UAB38. NO PLAY.",Offside,6.0
Alabama State,UAB,"Alabama State Penalty, Illegal Forward Pass (Andrew Body) to the UAB 25",Other / Unclassified,
Alabama State,UAB,"PENALTY UAB Offside (Smalls,Eamon) 5 yards from UAB10 to UAB05. NO PLAY.",Offside,5.0
UAB,Alabama State,"Jalen Kitna pass complete to Iverson Hooks for 33 yds to the ALST 33 for a 1ST down UAB Penalty, Illegal Block (Brandon Hawkins Jr.) to the ALST 43 for a 1ST down",Other / Unclassified,
Alabama State,UAB,"(02:43) No Huddle-Shotgun Body,Andrew pass incomplete deep right to Jones,Jalen thrown to UAB12 PENALTY UAB Pass Interference (Vessel,Jeremiah) 15 yards from UAB48 to UAB33, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Alabama State,UAB,"(01:09) No Huddle-Shotgun Body,Andrew pass complete short middle to Saunders,Tyree caught at ASU47, for 14 yards to the ASU47 (Crozier,Isaiah) PENALTY ASU Ineligible Downfield on Pass (Frazier,Jeremiah) 5 yards from ASU33 to ASU28. NO PLAY.",Other / Unclassified,14.0
Alabama State,UAB,"Andrew Body pass complete to Jalen Jones for 37 yds to the UAB 7 for a 1ST down UAB Penalty, Defensive Offside (Yards) declined for a 1ST down",Offside,
Alabama State,UAB,"(05:37) No Huddle-Shotgun Body,Andrew pass complete short left to Jones,Jalen caught at ASU40, for 16 yards to the UAB43 (Cheek,Jalen), out of bounds PENALTY ASU Holding (Gregg,Asa) 10 yards from ASU41 to ASU31. NO PLAY.",Holding,16.0
Alabama State,UAB,"Alabama State Penalty, Personal Foul (-63 Yards) to the ALST 35",Personal Foul,63.0
Alabama State,UAB,"PENALTY ASU False Start (Daniels,Desmond) 5 yards from ASU36 to ASU31. NO PLAY.",False Start,5.0
UAB,Alabama State,"(02:35) No Huddle-Shotgun Kitna,Jalen pass incomplete short right to Hooks,Iverson thrown to ASU00 PENALTY ASU Pass Interference (Lovett,Twillie) 14 yards from ASU16 to ASU02, 1ST DOWN. NO PLAY.",Pass Interference,14.0
UAB,Alabama State,"(01:59) Jackson,Jevon rush right for 0 yards to the ASU01 (Lucius,Corey) PENALTY ASU Offside (Jarrett,Jaylan). NO PLAY.",Offside,
UAB,Alabama State,"PENALTY UAB False Start (Sneh,Brandon) 5 yards from ASU01 to ASU06. NO PLAY.",False Start,5.0
UNLV,Idaho State,"Anthony Colandrea pass incomplete to Jaden Bradley for a 1ST down Idaho State Penalty, Defensive pass interference (Damien Morgan) to the UNLV 40 for a 1ST down",Pass Interference,
Idaho State,UNLV,"Idaho State Penalty, false start (Damien Morgan) to the IDST 37",False Start,
UNLV,Idaho State,"Jai'Den Thomas run for no gain to the IDST 29 UNLV Penalty, Offensive holding (Alani Makihele) to the IDST 39",Holding,
UNLV,Idaho State,"Alex Orji pass incomplete to DeAngelo Irvin Jr. UNLV Penalty, Defensive holding (Mike Lindsay) to the UNLV 24",Holding,
Georgia Tech,Colorado,"Georgia Tech Penalty, Defensive Holding (Jamal Haynes) declined",Holding,
Georgia Tech,Colorado,"(05:01) Shotgun King,Haynes pass incomplete deep left to Canion,Isiah thrown to GTU35 PENALTY COLO Pass Interference (Parks,Teon) 15 yards from GTU02 to GTU17, 1ST DOWN. NO PLAY.",Pass Interference,15.0
